,logfile,n_errors,errors,F-test,dtseries,csv,scan,parcellated,PID
6121,../log/hcp1st-2546846_345.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703842_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703842_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0703842
6122,../log/hcp1st-2546846_346.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703943_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703943_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0703943
6123,../log/hcp1st-2546846_347.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703943_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703943_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0703943
6124,../log/hcp1st-2547047_153.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2149852_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2149852
6125,../log/hcp1st-2546846_348.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703943_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0703943_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0703943
6126,../log/hcp1st-2546846_349.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0715243_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0715243_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0715243
6127,../log/hcp1st-2546846_350.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0717954_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0717954_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0717954
6128,../log/hcp1st-2546846_351.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0718451_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0718451_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0718451
6129,../log/hcp1st-2547047_154.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2181545_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2181545
6130,../log/hcp1st-2546846_352.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0721440_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0721440_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0721440
6131,../log/hcp1st-2546846_353.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0729052_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0729052_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0729052
6132,../log/hcp1st-2546846_354.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0731847_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0731847_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0731847
6133,../log/hcp1st-2547047_155.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2199867_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2199867
6134,../log/hcp1st-2546846_355.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0737657_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0737657_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0737657
6135,../log/hcp1st-2546846_356.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0743955_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0743955_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0743955
6136,../log/hcp1st-2546846_357.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0750649_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0750649_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0750649
6137,../log/hcp1st-2546846_358.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0750649_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0750649_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0750649
6138,../log/hcp1st-2546846_359.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0750649_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0750649_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0750649
6139,../log/hcp1st-2546846_360.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0752855_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0752855_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0752855
6140,../log/hcp1st-2546846_361.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0753049_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0753049_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0753049
6141,../log/hcp1st-2546846_362.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0754354_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0754354_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0754354
6142,../log/hcp1st-2546846_363.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0755962_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0755962_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0755962
6143,../log/hcp1st-2547047_156.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2208236_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2208236
6144,../log/hcp1st-2546846_364.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0758867_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0758867_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0758867
6145,../log/hcp1st-2546846_365.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0759162_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0759162_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0759162
6146,../log/hcp1st-2547047_157.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2215536_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2215536
6147,../log/hcp1st-2547047_158.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2219746_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2219746
6148,../log/hcp1st-2546846_366.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0762959_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0762959_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0762959
6149,../log/hcp1st-2546846_367.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0764256_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0764256_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0764256
6150,../log/hcp1st-2546846_368.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772255_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772255_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0772255
6151,../log/hcp1st-2547047_159.out,1,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD2225135_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,1,tfMRI_CARIT_PA,parcellated,HCD2225135
6152,../log/hcp1st-2546846_369.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772760_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772760_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0772760
6153,../log/hcp1st-2546846_370.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772760_V2_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772760_V2_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0772760
6154,../log/hcp1st-2546846_371.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772760_V3_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0772760_V3_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0772760
6155,../log/hcp1st-2546846_372.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0777265_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0777265_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0777265
6156,../log/hcp1st-2546846_373.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0784060_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0784060_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0784060
6157,../log/hcp1st-2546846_374.out,1,"[""ls: cannot access '/ncf/hcp/data/intradb_multiprocfix//HCD0786367_V1_MR/tfMRI_CARIT_PA/LINKED_DATA/PSYCHOPY/CARIT_HCD0786367*_wide.csv': No such file or directory\n""]",0,0,1,,parcellated,HCD0786367
6158,../log/hcp1st-2546846_375.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0786771_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0786771_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0786771
6159,../log/hcp1st-2546846_376.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0788674_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0788674_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0788674
6160,../log/hcp1st-2546846_377.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0789272_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0789272_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0789272
6161,../log/hcp1st-2546846_378.out,2,"[""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0792564_V1_MR/MNINonLinear/Results/tfMRI_CARIT_PA/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n"", ""ls: cannot access '/ncf/hcp/data/HCD-tfMRI-MultiRunFix/HCD0792564_V1_MR/MNINonLinear/Results/tfMRI_CARIT_AP/tfMRI_CARIT_PREPOT_hp200_s4_level1_hp0_clean_ColeAnticevic.feat/GrayordinatesStats/cope*.dtseries.nii': No such file or directory\n""]",0,0,2,tfMRI_CARIT_AP,parcellated,HCD0792564
